name,rating,genre,score,director,writer,star,runtime
Nothing But the Truth,R,Crime,7.2,Rod Lurie,Rod Lurie,Kate Beckinsale,108
Nothing But Trouble,PG-13,Comedy,5.1,Dan Aykroyd,Peter Aykroyd,Chevy Chase,94
Nothing in Common,PG,Comedy,5.9,Garry Marshall,Garry Marshall,Tom Hanks,118
Nothing to Lose,R,Action,6.7,Steve Oedekerk,Steve Oedekerk,Martin Lawrence,98
Notorious,R,Biography,6.7,George Tillman Jr.,Reggie Rock Bythewood,Jamal Woolard,122
Notting Hill,PG-13,Comedy,7.1,Roger Michell,Richard Curtis,Hugh Grant,124
Novocaine,R,Comedy,5.8,David Atkins,Paul Felopulos,Steve Martin,95
Now & Later,Unrated,Drama,5.1,Philippe Diaz,Philippe Diaz,Keller Wortham,99
Now and Then,PG-13,Comedy,6.8,Lesli Linka Glatter,I. Marlene King,Christina Ricci,100
Now You See Me,PG-13,Crime,7.2,Louis Leterrier,Ed Solomon,Jesse Eisenberg,115
Now You See Me 2,PG-13,Action,6.5,Jon M. Chu,Ed Solomon,Jesse Eisenberg,129
Nowhere,R,Comedy,6.5,Gregg Araki,Gregg Araki,James Duval,82
Nowhere Boy,R,Biography,7.1,Sam Taylor-Johnson,Julia Baird,Aaron Taylor-Johnson,98
Nowhere in Africa,R,Biography,7.5,Caroline Link,Caroline Link,Juliane Köhler,141
Nowhere to Run,R,Action,5.7,Robert Harmon,Joe Eszterhas,Jean-Claude Van Damme,94
Nuns on the Run,PG-13,Comedy,6,Jonathan Lynn,Jonathan Lynn,Eric Idle,89
Nurse Betty,R,Comedy,6.2,Neil LaBute,John C. Richards,Renée Zellweger,110
Nutcracker,G,Family,7.2,Carroll Ballard,Kent Stowell,Hugh Duncan Bigney Mitchell,89
Nuts,R,Drama,6.6,Martin Ritt,Tom Topor,Barbra Streisand,116
Nutty Professor II: the Klumps,PG-13,Comedy,4.4,Peter Segal,Jerry Lewis,Eddie Murphy,106
Nymphomaniac: Vol. I,Unrated,Drama,6.9,Lars von Trier,Lars von Trier,Charlotte Gainsbourg,117
Nymphomaniac: Vol. II,Unrated,Drama,6.7,Lars von Trier,Lars von Trier,Charlotte Gainsbourg,124
O,R,Drama,6.1,Tim Blake Nelson,William Shakespeare,Mekhi Phifer,95
"O Brother, Where Art Thou?",PG-13,Adventure,7.7,Joel Coen,Homer,George Clooney,107
O Fantasma,Unrated,Drama,5.8,João Pedro Rodrigues,João Pedro Rodrigues,Ricardo Meneses,87
O.C. and Stiggs,R,Comedy,5.4,Robert Altman,Tod Carroll,Daniel Jenkins,109
Oblivion,PG-13,Action,7,Joseph Kosinski,Karl Gajdusek,Tom Cruise,124
Observe and Report,R,Comedy,5.8,Jody Hill,Jody Hill,Seth Rogen,86
Obsessed,PG-13,Drama,5,Steve Shill,David Loughery,Beyoncé,108
Ocean's Eight,PG-13,Action,6.3,Gary Ross,Gary Ross,Sandra Bullock,110
Ocean's Eleven,PG-13,Crime,7.7,Steven Soderbergh,George Clayton Johnson,George Clooney,116
Ocean's Thirteen,PG-13,Crime,6.9,Steven Soderbergh,Brian Koppelman,George Clooney,122
Ocean's Twelve,PG-13,Crime,6.5,Steven Soderbergh,George Nolfi,George Clooney,125
Oci ciornie,Unrated,Comedy,7.4,Nikita Mikhalkov,Aleksandr Adabashyan,Marcello Mastroianni,118
October Sky,PG,Biography,7.8,Joe Johnston,Homer H. Hickam Jr.,Jake Gyllenhaal,108
Octopussy,PG,Action,6.5,John Glen,George MacDonald Fraser,Roger Moore,131
Oculus,R,Horror,6.5,Mike Flanagan,Mike Flanagan,Karen Gillan,104
Ode to Joy,R,Comedy,6.4,Jason Winer,Max Werner,Martin Freeman,97
Of Love and Shadows,R,Drama,5.1,Betty Kaplan,Isabel Allende,Antonio Banderas,103
Of Mice and Men,PG-13,Drama,7.5,Gary Sinise,John Steinbeck,John Malkovich,115
Of Unknown Origin,R,Horror,6.1,George P. Cosmatos,Chauncey G. Parker III,Peter Weller,88
Off Limits,R,Action,6.2,Christopher Crowe,Christopher Crowe,Willem Dafoe,102
Office Christmas Party,R,Comedy,5.9,Josh Gordon,Jon Lucas,Jason Bateman,105
Office Space,R,Comedy,7.7,Mike Judge,Mike Judge,Ron Livingston,89
Official Secrets,R,Biography,7.3,Gavin Hood,Sara Bernstein,Keira Knightley,112
Oh Heavenly Dog,PG,Comedy,5.4,Joe Camp,Rod Browning,Chevy Chase,103
"Oh, God! Book II",PG,Comedy,5.2,Gilbert Cates,Josh Greenfeld,George Burns,94
"Oh, God! You Devil",PG,Comedy,5.4,Paul Bogart,Andrew Bergman,George Burns,97
Old Dogs,PG,Comedy,5.3,Walt Becker,David Diamond,Robin Williams,88
Old Gringo,R,Adventure,5.8,Luis Puenzo,Carlos Fuentes,Jane Fonda,119
Old Joy,Unrated,Drama,6.8,Kelly Reichardt,Jonathan Raymond,Daniel London,76
Old School,R,Comedy,7.1,Todd Phillips,Court Crandall,Luke Wilson,88
Oldboy,R,Action,8.4,Park Chan-Wook,Garon Tsuchiya,Choi Min-sik,120
Oldboy,R,Action,5.7,Spike Lee,Garon Tsuchiya,Josh Brolin,104
Oliver & Company,G,Animation,6.7,George Scribner,Jim Cox,Joey Lawrence,74
Oliver Twist,PG-13,Crime,6.8,Roman Polanski,Charles Dickens,Barney Clark,130
Olympus Has Fallen,R,Action,6.5,Antoine Fuqua,Creighton Rothenberger,Gerard Butler,119
Om Shanti Om,Unrated,Action,6.7,Farah Khan,Farah Khan,Shah Rukh Khan,162
On Chesil Beach,R,Drama,6.3,Dominic Cooke,Ian McEwan,Billy Howle,110
On Deadly Ground,R,Action,4.6,Steven Seagal,Ed Horowitz,Steven Seagal,101
On Golden Pond,PG,Drama,7.6,Mark Rydell,Ernest Thompson,Katharine Hepburn,109
On the Basis of Sex,PG-13,Biography,7.1,Mimi Leder,Daniel Stiepleman,Felicity Jones,120
On the Edge,PG-13,Drama,6.8,Rob Nilsson,Roy Kissin,Bruce Dern,95
On the Road,R,Adventure,6.1,Walter Salles,Jack Kerouac,Sam Riley,124
Once,R,Drama,7.8,John Carney,John Carney,Glen Hansard,86
Once Around,R,Comedy,6.5,Lasse Hallström,Malia Scotch Marmo,Richard Dreyfuss,115
Once Bitten,PG-13,Comedy,5.5,Howard Storm,Dimitri Villard,Lauren Hutton,94
Once Upon a Crime...,PG,Comedy,5.9,Eugene Levy,Rodolfo Sonego,John Candy,94
Once Upon a Forest,G,Animation,6.5,Charles Grosvenor,Rae Lambert,Michael Crawford,71
Once Upon a Time in America,R,Crime,8.4,Sergio Leone,Harry Grey,Robert De Niro,229
Once Upon a Time in Anatolia,Unrated,Crime,7.9,Nuri Bilge Ceylan,Ercan Kesal,Muhammet Uzuner,157
Once Upon a Time in China III,R,Action,6.8,Hark Tsui,Tin-suen Chan,Jet Li,109
Once Upon a Time in Mexico,R,Action,6.4,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,102
Once Upon a Time... In Hollywood,R,Comedy,7.6,Quentin Tarantino,Quentin Tarantino,Leonardo DiCaprio,161
Once Were Warriors,R,Crime,7.9,Lee Tamahori,Riwia Brown,Rena Owen,102
Ondine,PG-13,Drama,6.8,Neil Jordan,Neil Jordan,Colin Farrell,111
One Chance,PG-13,Biography,6.8,David Frankel,Justin Zackham,James Corden,103
One Crazy Summer,PG,Comedy,6.4,Savage Steve Holland,Savage Steve Holland,John Cusack,93
One Day,PG-13,Drama,7,Lone Scherfig,David Nicholls,Anne Hathaway,107
One Eight Seven,R,Drama,6.7,Kevin Reynolds,Scott Yagemann,Samuel L. Jackson,119
One False Move,R,Crime,7.1,Carl Franklin,Billy Bob Thornton,Bill Paxton,105
One Fine Day,PG,Comedy,6.5,Michael Hoffman,Terrel Seltzer,Michelle Pfeiffer,108
One for the Money,PG-13,Action,5.3,Julie Anne Robinson,Stacy Sherman,Katherine Heigl,
One from the Heart,R,Drama,6.5,Francis Ford Coppola,Armyan Bernstein,Frederic Forrest,107
One Good Cop,R,Action,5.9,Heywood Gould,Heywood Gould,Michael Keaton,114
One Hour Photo,R,Drama,6.8,Mark Romanek,Mark Romanek,Robin Williams,96
One Magic Christmas,G,Family,6.5,Phillip Borsos,Thomas Meehan,Mary Steenburgen,89
One Missed Call,PG-13,Horror,4,Eric Valette,Andrew Klavan,Edward Burns,87
One Night at McCool's,R,Comedy,6.1,Harald Zwart,Stan Seidel,Liv Tyler,93
One Night Stand,R,Drama,5.8,Mike Figgis,Mike Figgis,Wesley Snipes,102
One True Thing,R,Drama,7,Carl Franklin,Anna Quindlen,Meryl Streep,127
One Woman or Two,PG-13,Comedy,5.1,Daniel Vigne,Élisabeth Rappeneau,Gérard Depardieu,97
Onegin,R,Drama,6.8,Martha Fiennes,Peter Ettedgui,Ralph Fiennes,106
Ong-Bak: The Thai Warrior,R,Action,7.2,Prachya Pinkaew,Panna Rittikrai,Tony Jaa,105
Only God Forgives,R,Action,5.7,Nicolas Winding Refn,Nicolas Winding Refn,Ryan Gosling,90
Only Lovers Left Alive,R,Comedy,7.3,Jim Jarmusch,Jim Jarmusch,Tilda Swinton,123
Only the Brave,PG-13,Action,7.6,Joseph Kosinski,Sean Flynn,Josh Brolin,134
Only the Lonely,PG-13,Comedy,6.4,Chris Columbus,Chris Columbus,John Candy,104
Only the Strong,PG-13,Action,6.6,Sheldon Lettich,Sheldon Lettich,Mark Dacascos,99
Only When I Laugh,R,Comedy,6.5,Glenn Jordan,Neil Simon,Marsha Mason,120
Only Yesterday,PG,Animation,7.6,Isao Takahata,Hotaru Okamoto,Miki Imai,118
Only You,PG,Comedy,6.5,Norman Jewison,Diane Drake,Marisa Tomei,109
Onward,PG,Animation,7.4,Dan Scanlon,Dan Scanlon,Tom Holland,102
Open,Unrated,Drama,7.9,Andoy Ranay,Wanggo Gallaga,JC Santos,105
Open Hearts,R,Drama,7.5,Susanne Bier,Susanne Bier,Sonja Richter,113
Open Range,R,Action,7.4,Kevin Costner,Lauran Paine,Kevin Costner,139
Open Season,PG,Animation,6.1,Roger Allers,Steve Bencich,Ashton Kutcher,86
Open Water,R,Adventure,5.7,Chris Kentis,Chris Kentis,Blanchard Ryan,79
Open Your Eyes,R,Drama,7.7,Alejandro Amenábar,Alejandro Amenábar,Eduardo Noriega,119
Operation Condor,PG-13,Action,7.3,Jackie Chan,Jackie Chan,Jackie Chan,80
Operation Dumbo Drop,PG,Action,5.1,Simon Wincer,James Morris,Danny Glover,107
Operation Finale,PG-13,Biography,6.6,Chris Weitz,Matthew Orton,Oscar Isaac,122
Ophelia,PG-13,Drama,6.6,Claire McCarthy,Semi Chellas,Daisy Ridley,106
Opportunity Knocks,PG-13,Comedy,6,Donald Petrie,Mitchel Katlin,Dana Carvey,103
Orange County,PG-13,Comedy,6.2,Jake Kasdan,Mike White,Colin Hanks,82
Ordinary People,R,Drama,7.7,Robert Redford,Judith Guest,Donald Sutherland,124
Orgazmo,NC-17,Comedy,6.1,Trey Parker,Trey Parker,Trey Parker,94
Original Sin,R,Drama,6.1,Michael Cristofer,Cornell Woolrich,Antonio Banderas,116
Orlando,PG-13,Biography,7.2,Sally Potter,Virginia Woolf,Tilda Swinton,94
Orphan,R,Horror,7,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga,123
Oscar,PG,Comedy,6.5,John Landis,Claude Magnier,Sylvester Stallone,109
Oscar and Lucinda,R,Drama,6.6,Gillian Armstrong,Laura Jones,Ralph Fiennes,132
"Oslo, August 31st",Unrated,Drama,7.6,Joachim Trier,Pierre Drieu La Rochelle,Anders Danielsen Lie,95
Osmosis Jones,PG,Animation,6.3,Bobby Farrelly,Marc Hyman,Laurence Fishburne,95
"OSS 117: Cairo, Nest of Spies",Unrated,Action,7.1,Michel Hazanavicius,Jean-François Halin,Jean Dujardin,99
Otac na sluzbenom putu,R,Drama,7.8,Emir Kusturica,Abdulah Sidran,Moreno D'E Bartolli,136
Othello,R,Drama,6.9,Oliver Parker,Oliver Parker,Laurence Fishburne,123
Other People's Money,R,Comedy,6.2,Norman Jewison,Jerry Sterner,Danny DeVito,103
Ouija,PG-13,Horror,4.5,Stiles White,Juliet Snowden,Olivia Cooke,89
Ouija: Origin of Evil,PG-13,Drama,6.1,Mike Flanagan,Mike Flanagan,Elizabeth Reaser,99
Our Brand Is Crisis,R,Comedy,6.1,David Gordon Green,Rachel Boynton,Sandra Bullock,107
Our Idiot Brother,R,Comedy,6.4,Jesse Peretz,Jesse Peretz,Paul Rudd,90
Our Kind of Traitor,R,Crime,6.2,Susanna White,John le Carré,Carlos Acosta,108
Out Cold,R,Comedy,5.5,Malcolm Mowbray,Leonard Glasser,John Lithgow,92
Out Cold,PG-13,Comedy,6.3,Brendan Malloy,Jon Zack,Flex Alexander,89
Out for Justice,R,Action,6.1,John Flynn,R. Lance Hill,Steven Seagal,91
Out of Africa,PG,Biography,7.2,Sydney Pollack,Karen Blixen,Meryl Streep,161
Out of Blue,Unrated,Crime,4.8,Carol Morley,Martin Amis,Mamie Gummer,109
Out of Bounds,R,Action,5.4,Richard Tuggle,Tony Kayden,Anthony Michael Hall,93
Out of Sight,R,Comedy,7,Steven Soderbergh,Elmore Leonard,George Clooney,123
Out of the Furnace,R,Action,6.8,Scott Cooper,Brad Ingelsby,Christian Bale,116
Out of Time,PG-13,Crime,6.5,Carl Franklin,David Collard,Denzel Washington,105
Out on a Limb,PG,Comedy,5.3,Francis Veber,Daniel Goldin,Matthew Broderick,93
Out to Sea,PG-13,Comedy,6.1,Martha Coolidge,Robert Nelson Jacobs,Jack Lemmon,106
Outbreak,R,Action,6.6,Wolfgang Petersen,Laurence Dworet,Dustin Hoffman,127
Outland,R,Action,6.6,Peter Hyams,Peter Hyams,Sean Connery,109
Outlander,R,Action,6.2,Howard McCain,Dirk Blackman,Jim Caviezel,115
Outrageous Fortune,R,Comedy,6.2,Arthur Hiller,Leslie Dixon,Shelley Long,99
Outside Providence,R,Comedy,6.4,Michael Corrente,Peter Farrelly,Shawn Hatosy,96
Over the Brooklyn Bridge,R,Comedy,5.7,Menahem Golan,Arnold Somkin,Elliott Gould,108
Over the Hedge,PG,Animation,6.7,Tim Johnson,Len Blum,Bruce Willis,83
Over the Top,PG,Action,5.8,Menahem Golan,Gary Conway,Sylvester Stallone,93
Overboard,PG,Comedy,6.9,Garry Marshall,Leslie Dixon,Goldie Hawn,112
Overboard,PG-13,Comedy,6,Rob Greenberg,Bob Fisher,Eugenio Derbez,112
Overcomer,PG,Drama,6.6,Alex Kendrick,Alex Kendrick,Alex Kendrick,119
Overlord,R,Action,6.6,Julius Avery,Billy Ray,Jovan Adepo,110
Oviri,R,Biography,6,Henning Carlsen,Henning Carlsen,Donald Sutherland,90
Owning Mahowny,R,Crime,7.1,Richard Kwietniowski,Gary Stephen Ross,Philip Seymour Hoffman,104
Oxford Blues,PG-13,Comedy,5.3,Robert Boris,Robert Boris,Rob Lowe,97
Oz the Great and Powerful,PG,Adventure,6.3,Sam Raimi,Mitchell Kapner,James Franco,130
P.O.W. the Escape,R,Action,5,Gideon Amir,Malcolm Barbour,David Carradine,90
P.S. I Love You,PG-13,Comedy,7,Richard LaGravenese,Richard LaGravenese,Hilary Swank,126
P2,R,Crime,5.9,Franck Khalfoun,Alexandre Aja,Rachel Nichols,98
Pacific Heights,R,Thriller,6.4,John Schlesinger,Daniel Pyne,Melanie Griffith,102
Pacific Rim,PG-13,Action,6.9,Guillermo del Toro,Travis Beacham,Idris Elba,131
Pacific Rim: Uprising,PG-13,Action,5.6,Steven S. DeKnight,Steven S. DeKnight,John Boyega,111
Paddington,PG,Animation,7.2,Paul King,Paul King,Hugh Bonneville,95
Paddington 2,PG,Animation,7.8,Paul King,Paul King,Ben Whishaw,103
Padmaavat,Unrated,Drama,7,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone,164
Paid in Full,R,Action,7.1,Charles Stone III,Azie Faison Jr.,Mekhi Phifer,97
Pain & Gain,R,Action,6.4,Michael Bay,Christopher Markus,Mark Wahlberg,129
Pale Rider,R,Drama,7.3,Clint Eastwood,Michael Butler,Clint Eastwood,115
Palindromes,Unrated,Comedy,6.7,Todd Solondz,Todd Solondz,Jennifer Jason Leigh,100
Palmetto,R,Crime,6.1,Volker Schlöndorff,James Hadley Chase,Woody Harrelson,114
Palo Alto,R,Drama,6.2,Gia Coppola,Gia Coppola,Emma Roberts,100
Pan,PG,Adventure,5.7,Joe Wright,Jason Fuchs,Levi Miller,111
Pandorum,R,Action,6.7,Christian Alvart,Travis Milloy,Dennis Quaid,108
Panic Room,R,Crime,6.8,David Fincher,David Koepp,Jodie Foster,112
Pan's Labyrinth,R,Drama,8.2,Guillermo del Toro,Guillermo del Toro,Ivana Baquero,118
Panther,R,Drama,6.4,Mario Van Peebles,Melvin Van Peebles,Kadeem Hardison,124
Paper Man,R,Comedy,6.6,Kieran Mulroney,Michele Mulroney,Jeff Daniels,110
Paper Towns,PG-13,Adventure,6.2,Jake Schreier,Scott Neustadter,Nat Wolff,109
Paperhouse,PG-13,Drama,6.7,Bernard Rose,Catherine Storr,Charlotte Burke,92
Papillon,R,Adventure,7.2,Michael Noer,Aaron Guzikowski,Charlie Hunnam,133
Paprika,R,Animation,7.7,Satoshi Kon,Yasutaka Tsutsui,Megumi Hayashibara,90
Paradise,R,Adventure,4.9,Stuart Gillard,Stuart Gillard,Willie Aames,100
Paradise,PG-13,Drama,6.7,Mary Agnes Donoghue,Mary Agnes Donoghue,Melanie Griffith,111
Paradise Road,R,Drama,6.8,Bruce Beresford,David Giles,Glenn Close,122
Paranoia,PG-13,Drama,5.7,Robert Luketic,Jason Hall,Liam Hemsworth,106
Paranormal Activity,R,Horror,6.3,Oren Peli,Oren Peli,Katie Featherston,86
Paranormal Activity 2,R,Horror,5.7,Tod Williams,Michael R. Perry,Katie Featherston,91
Paranormal Activity 4,R,Horror,4.6,Henry Joost,Christopher Landon,Stephen Dunham,88
ParaNorman,PG,Animation,7,Chris Butler,Chris Butler,Kodi Smit-McPhee,92
Parasite,R,Horror,3.9,Charles Band,Alan J. Adler,Robert Glaudini,85
Parasite,R,Comedy,8.6,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,132
Parental Guidance,PG,Comedy,6,Andy Fickman,Lisa Addario,Billy Crystal,105
Parenthood,PG-13,Comedy,7,Ron Howard,Lowell Ganz,Steve Martin,124
Parents,R,Comedy,6.1,Bob Balaban,Christopher Hawthorne,Randy Quaid,81
"Paris, je t'aime",R,Comedy,7.2,Directors,Tristan Carné,Juliette Binoche,120
"Paris, Texas",R,Drama,8.1,Wim Wenders,L.M. Kit Carson,Harry Dean Stanton,145
Parker,R,Action,6.2,Taylor Hackford,John J. McLaughlin,Jason Statham,118
Parkland,PG-13,Drama,6.4,Peter Landesman,Peter Landesman,Zac Efron,93
Parting Glances,Unrated,Drama,7.2,Bill Sherwood,Bill Sherwood,John Bolger,90
Partners,R,Comedy,5.3,James Burrows,Francis Veber,Ryan O'Neal,93
Party Girl,R,Comedy,6.5,Daisy von Scherler Mayer,Harry Birckmayer,Parker Posey,94
Party Line,R,Thriller,4.9,William Webb,Richard Brandes,Richard Hatch,91
Party Monster,R,Biography,6.3,Fenton Bailey,Fenton Bailey,Macaulay Culkin,98
Pascali's Island,PG-13,Drama,6.8,James Dearden,James Dearden,Ben Kingsley,104
Pass the Ammo,R,Comedy,6.1,David Beaird,Joel Cohen,Bill Paxton,93
Passed Away,PG-13,Comedy,5.8,Charlie Peters,Charlie Peters,Bob Hoskins,96
Passenger 57,R,Action,5.9,Kevin Hooks,Stewart Raffill,Wesley Snipes,84
Passengers,PG-13,Romance,5.9,Rodrigo García,Ronnie Christensen,Anne Hathaway,93
Passengers,PG-13,Drama,7,Morten Tyldum,Jon Spaihts,Jennifer Lawrence,116
Passion,R,Adventure,5.3,Brian De Palma,Brian De Palma,Rachel McAdams,102
Passion Fish,R,Drama,7.4,John Sayles,John Sayles,Mary McDonnell,135
Passion Play,R,Drama,4.6,Mitch Glazer,Mitch Glazer,Mickey Rourke,94
Patch Adams,PG-13,Biography,6.8,Tom Shadyac,Patch Adams,Robin Williams,115
Paternity,PG,Comedy,4.9,David Steinberg,Charlie Peters,Burt Reynolds,94
Paterson,R,Comedy,7.4,Jim Jarmusch,Jim Jarmusch,Adam Driver,118
Pathfinder,R,Action,5.4,Marcus Nispel,Laeta Kalogridis,Karl Urban,99
Pathology,R,Crime,6,Marc Schölermann,Mark Neveldine,Alyssa Milano,95
Patriot Games,R,Action,6.9,Phillip Noyce,Tom Clancy,Harrison Ford,117
Patriots Day,R,Action,7.4,Peter Berg,Peter Berg,Mark Wahlberg,133
Patty Hearst,R,Biography,6.3,Paul Schrader,Patricia Hearst,Natasha Richardson,108
Paul,R,Adventure,7,Greg Mottola,Simon Pegg,Simon Pegg,104
Paul Blart: Mall Cop,PG,Action,5.2,Steve Carr,Kevin James,Kevin James,91
Paul Blart: Mall Cop 2,PG,Action,4.4,Andy Fickman,Kevin James,Kevin James,94
Paulie,PG,Adventure,6.5,John Roberts,Laurie Craig,Gena Rowlands,91
Pawn Sacrifice,PG-13,Biography,7,Edward Zwick,Steven Knight,Tobey Maguire,115
Pay It Forward,PG-13,Drama,7.2,Mimi Leder,Catherine Ryan Hyde,Kevin Spacey,123
Payback,R,Action,7.1,Brian Helgeland,Donald E. Westlake,Mel Gibson,100
Paycheck,PG-13,Action,6.3,John Woo,Philip K. Dick,Ben Affleck,119
PCU,PG-13,Comedy,6.6,Hart Bochner,Adam Leff,Jeremy Piven,79
Peaceful Warrior,PG-13,Drama,7.3,Victor Salva,Kevin Bernhardt,Scott Mechlowicz,120
Pearl Harbor,PG-13,Action,6.2,Michael Bay,Randall Wallace,Ben Affleck,183
Pecker,R,Comedy,6.4,John Waters,John Waters,Edward Furlong,87
Pee-wee's Big Adventure,PG,Adventure,7,Tim Burton,Phil Hartman,Paul Reubens,91
Peggy Sue Got Married,PG-13,Comedy,6.4,Francis Ford Coppola,Jerry Leichtling,Kathleen Turner,103
Pelle the Conqueror,PG-13,Drama,7.8,Bille August,Martin Andersen Nexø,Pelle Hvenegaard,157
Penelope,PG,Comedy,6.7,Mark Palansky,Leslie Caveny,Christina Ricci,104
Penguins of Madagascar,PG,Animation,6.7,Eric Darnell,Michael Colton,Tom McGrath,92
Penitentiary II,R,Crime,4.4,Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy,108
Pennies from Heaven,R,Drama,6.5,Herbert Ross,Dennis Potter,Steve Martin,108
People Like Us,PG-13,Comedy,7.1,Alex Kurtzman,Alex Kurtzman,Chris Pine,114
Peppermint,R,Action,6.5,Pierre Morel,Chad St. John,Jennifer Garner,101
Percy Jackson & the Olympians: The Lightning Thief,PG,Adventure,5.9,Chris Columbus,Craig Titley,Logan Lerman,118
Percy Jackson: Sea of Monsters,PG,Adventure,5.8,Thor Freudenthal,Marc Guggenheim,Logan Lerman,106
Perfect,R,Drama,4.5,James Bridges,Aaron Latham,John Travolta,115
Perfect Blue,Unrated,Animation,8,Satoshi Kon,Sadayuki Murai,Junko Iwao,81
Perfect Sense,R,Drama,7.1,David Mackenzie,Kim Fupz Aakeson,Ewan McGregor,92
Perfect Stranger,R,Crime,5.7,James Foley,Todd Komarnicki,Halle Berry,109
Perfume: The Story of a Murderer,R,Crime,7.5,Tom Tykwer,Andrew Birkin,Ben Whishaw,147
Permanent Midnight,R,Biography,6.2,David Veloz,Jerry Stahl,Ben Stiller,88
Permanent Record,PG-13,Drama,6.4,Marisa Silver,Jarre Fees,Alan Boyce,91
Persepolis,PG-13,Animation,8,Vincent Paronnaud,Marjane Satrapi,Chiara Mastroianni,96
Personal Best,R,Drama,6.3,Robert Towne,Robert Towne,Mariel Hemingway,128
Personal Services,R,Comedy,6.4,Terry Jones,David Leland,Julie Walters,105
Personal Shopper,R,Drama,6.1,Olivier Assayas,Olivier Assayas,Kristen Stewart,105
Pet,R,Horror,5.7,Carles Torrens,Jeremy Slater,Dominic Monaghan,94
Pet Sematary,R,Fantasy,6.6,Mary Lambert,Stephen King,Dale Midkiff,103
Pet Sematary,R,Horror,5.7,Kevin Kölsch,Stephen King,Jason Clarke,101
Pet Sematary II,R,Fantasy,4.9,Mary Lambert,Richard Outten,Edward Furlong,100
Peter Pan,PG,Adventure,6.8,P.J. Hogan,J.M. Barrie,Jeremy Sumpter,113
Peter Pan 2: Return to Never Land,G,Animation,5.8,Robin Budd,Temple Mathews,Blayne Weaver,72
Peter Rabbit,PG,Animation,6.6,Will Gluck,Rob Lieber,James Corden,95
Peter's Friends,R,Comedy,7,Kenneth Branagh,Rita Rudner,Hugh Laurie,101
Pete's Dragon,PG,Action,6.7,David Lowery,David Lowery,Bryce Dallas Howard,102
Petit Con,R,Comedy,6.2,Gérard Lauzier,Gérard Lauzier,Guy Marchand,90
Phantasm II,R,Action,6.5,Don Coscarelli,Don Coscarelli,James Le Gros,97
Phantom Thread,R,Drama,7.5,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,130
Phantoms,R,Horror,5.4,Joe Chappelle,Dean R. Koontz,Peter O'Toole,96
Phat Beach,R,Comedy,3.9,Doug Ellin,Cleveland O'Neal III,Jermaine Hopkins,89
Phenomenon,PG,Drama,6.4,Jon Turteltaub,Gerald Di Pego,John Travolta,123
Philadelphia,PG-13,Drama,7.7,Jonathan Demme,Ron Nyswaner,Tom Hanks,125
Philadelphia Experiment II,PG-13,Action,4.5,Stephen Cornwell,Wallace C. Bennett,Brad Johnson,97
Philomena,PG-13,Biography,7.6,Stephen Frears,Steve Coogan,Judi Dench,98
Phobia,R,Drama,4,John Huston,Gary Sherman,Paul Michael Glaser,94
Phone Booth,R,Crime,7,Joel Schumacher,Larry Cohen,Colin Farrell,81
Photograph,PG-13,Drama,6.9,Ritesh Batra,Ritesh Batra,Nawazuddin Siddiqui,110
Physical Evidence,R,Crime,5.1,Michael Crichton,Steve Ransohoff,Burt Reynolds,99
Pi,R,Drama,7.4,Darren Aronofsky,Darren Aronofsky,Sean Gullette,84
Picture Perfect,PG-13,Comedy,5.5,Glenn Gordon Caron,Arleen Sorkin,Jennifer Aniston,101
Pieces,Unrated,Horror,6.1,Juan Piquer Simón,Dick Randall,Christopher George,85
Pieces of April,PG-13,Comedy,7,Peter Hedges,Peter Hedges,Katie Holmes,80
Pilgrim's Progress,PG,Animation,6.1,Robert Fernandez,John Bunyan,David Thorpe,108
Pineapple Express,R,Action,6.9,David Gordon Green,Seth Rogen,Seth Rogen,111
Pink,Unrated,Crime,8.1,Aniruddha Roy Chowdhury,Shoojit Sircar,Taapsee Pannu,136
Pink Cadillac,PG-13,Action,5.4,Buddy Van Horn,John Eskow,Clint Eastwood,122
Pink Floyd: The Wall,R,Drama,8,Alan Parker,Roger Waters,Bob Geldof,95
Pinocchio,G,Comedy,4.4,Roberto Benigni,Roberto Benigni,Roberto Benigni,108
Piranha 3D,R,Comedy,5.4,Alexandre Aja,Pete Goldfinger,Elisabeth Shue,88
Piranha 3DD,R,Comedy,3.7,John Gulager,Patrick Melton,Danielle Panabaker,83
